candidate,office,district,party,county,precinct,votes,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,48,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,18,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,17,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,103,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,12,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,6,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 7,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 7,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 7,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 7,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 7,1,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 7,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 7,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,138,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 9 ED 8,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 9 ED 8,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 9 ED 8,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 9 ED 8,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,51,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,77,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,6,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,4,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,79,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,48,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,7,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,4,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,42,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,15,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,7,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,62,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,8,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 8,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 8,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,11,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 9 ED 9,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 9 ED 9,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 9 ED 9,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 9 ED 9,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,6,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,5,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,5,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,5,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,2,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,3,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,5,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 9 ED 9,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 9 ED 9,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,45,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 1,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 1,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 1,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 1,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,22,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,23,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,20,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,20,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,4,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,10,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,10,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,21,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 1,4,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 1,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,41,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 2,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 2,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 2,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 2,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,23,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,18,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,18,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,18,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,5,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,12,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,4,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,2,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,20,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 2,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 2,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,113,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 3,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 3,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 3,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 3,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,47,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,59,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,3,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,52,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,50,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,6,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,34,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,20,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,48,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 3,5,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 3,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,44,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 4,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 4,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 4,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 4,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 4,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,23,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,17,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,3,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,18,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,21,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,3,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,7,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,7,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,23,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,3,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 4,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 4,1,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 4,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 4,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 4,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 4,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 4,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,27,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 5,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 5,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 5,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 5,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 5,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,8,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,17,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,13,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,13,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,9,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,9,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,1,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,7,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 5,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 5,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 5,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 5,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 5,2,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 5,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 5,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,48,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 6,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 6,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 6,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 6,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,27,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,21,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,22,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,24,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,10,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,12,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,21,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,0,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 6,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 6,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,99,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 7,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 7,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 7,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 7,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 7,2,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,54,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,43,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,42,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,51,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,6,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,17,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,21,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,5,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,48,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 7,6,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 7,1,,
Mike Diederich,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 7,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 7,1,,
WRITE-IN,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 7,0,,
OVER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 7,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,ALBANY WARD 10 ED 7,0,,
,Ballots Cast,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,114,,
,Ballots Cast,,CONSERVATIVE,Albany,ALBANY WARD 10 ED 8,0,,
,Ballots Cast,,GREEN,Albany,ALBANY WARD 10 ED 8,0,,
,Ballots Cast,,INDEPENDENCE,Albany,ALBANY WARD 10 ED 8,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,ALBANY WARD 10 ED 8,0,,
,Ballots Cast,,REFORM,Albany,ALBANY WARD 10 ED 8,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,46,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,61,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,5,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,44,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,50,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,ALBANY WARD 10 ED 8,17,,
