candidate,office,district,party,county,precinct,election_day,absentee,votes
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",1,2,3
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",87,8,95
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",2,2,4
Voids,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",1,0,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Ulster 1,2,11 (Russell Brott)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Ulster 1,2,11 (Russell Brott)",1,1,2
Mike Diederich,Attorney General,,REFORM,Ulster,"Ulster 1,2,11 (Russell Brott)",2,2,4
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Ulster 1,2,11 (Russell Brott)",1,2,3
Blanks,Attorney General,,REFORM,Ulster,"Ulster 1,2,11 (Russell Brott)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Ulster 1,2,11 (Russell Brott)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Ulster 1,2,11 (Russell Brott)",0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",34,3,37
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",41,2,43
Blanks,Governor,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",0,1,1
Voids,Governor,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",27,1,28
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",4,0,4
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",4,0,4
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",39,4,43
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",1,0,1
Voids,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",0,1,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Ulster 3,12 (East Kingston FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Ulster 3,12 (East Kingston FH)",1,0,1
Mike Diederich,Attorney General,,REFORM,Ulster,"Ulster 3,12 (East Kingston FH)",4,1,5
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Ulster 3,12 (East Kingston FH)",2,0,2
Blanks,Attorney General,,REFORM,Ulster,"Ulster 3,12 (East Kingston FH)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Ulster 3,12 (East Kingston FH)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Ulster 3,12 (East Kingston FH)",0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),22,3,25
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),13,2,15
Blanks,Governor,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),9,1,10
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),4,0,4
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),22,4,26
Blanks,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Voids,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Ulster 4 (Bloomington FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Ulster 4 (Bloomington FH),3,0,3
Mike Diederich,Attorney General,,REFORM,Ulster,Ulster 4 (Bloomington FH),1,0,1
Christopher B Garvey,Attorney General,,REFORM,Ulster,Ulster 4 (Bloomington FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Ulster 4 (Bloomington FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Ulster 4 (Bloomington FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Ulster 4 (Bloomington FH),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",75,11,86
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",110,24,134
Blanks,Governor,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",1,0,1
Voids,Governor,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",0,1,1
Write-ins,Governor,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",1,0,1
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",63,13,76
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",30,9,39
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",5,3,8
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",86,9,95
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",0,2,2
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Ulster 5,8,9,10 (Chambers)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Ulster 5,8,9,10 (Chambers)",0,1,1
Mike Diederich,Attorney General,,REFORM,Ulster,"Ulster 5,8,9,10 (Chambers)",0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Ulster 5,8,9,10 (Chambers)",0,1,1
Blanks,Attorney General,,REFORM,Ulster,"Ulster 5,8,9,10 (Chambers)",0,1,1
Voids,Attorney General,,REFORM,Ulster,"Ulster 5,8,9,10 (Chambers)",0,1,1
Write-ins,Attorney General,,REFORM,Ulster,"Ulster 5,8,9,10 (Chambers)",0,1,1
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",67,12,79
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",85,6,91
Blanks,Governor,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",1,1,2
Voids,Governor,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",48,6,54
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",23,4,27
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",4,0,4
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",75,9,84
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Ulster 6,13 (Spring Lake FH)",0,1,1
Mike Diederich,Attorney General,,REFORM,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Blanks,Attorney General,,REFORM,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Ulster 6,13 (Spring Lake FH)",0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",51,2,53
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",43,4,47
Blanks,Governor,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",1,1,2
Voids,Governor,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",29,4,33
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",12,0,12
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",5,1,6
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",48,2,50
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",1,0,1
Voids,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Ulster 7,14 (Ruby FH)",3,0,3
Mike Diederich,Attorney General,,REFORM,Ulster,"Ulster 7,14 (Ruby FH)",1,0,1
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Blanks,Attorney General,,REFORM,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Voids,Attorney General,,REFORM,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Ulster 7,14 (Ruby FH)",0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",119,12,131
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",207,16,223
Blanks,Governor,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",4,0,4
Voids,Governor,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",4,0,4
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",121,14,135
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",86,5,91
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",13,0,13
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",100,8,108
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",8,0,8
Voids,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",6,1,7
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",114,13,127
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",201,14,215
Blanks,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",19,0,19
Voids,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",0,1,1
Write-ins,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",7,0,7
Mike Diederich,Attorney General,,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",2,1,3
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",2,1,3
Blanks,Attorney General,,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",5,0,5
Voids,Attorney General,,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",1,1,2
Write-ins,Attorney General,,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",5,0,5
Ann G Rabbitt,State Senate,42,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",10,2,12
Blanks,State Senate,42,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",8,0,8
Voids,State Senate,42,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",0,1,1
Write-ins,State Senate,42,REFORM,Ulster,"Wawarsing 1,2,3,4,10 (St Mary's)",4,0,4
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),16,4,20
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),23,1,24
Blanks,Governor,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),2,0,2
Voids,Governor,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),12,3,15
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),11,0,11
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),1,0,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),14,2,16
Blanks,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),9,1,10
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),30,4,34
Blanks,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),2,0,2
Voids,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),1,0,1
Mike Diederich,Attorney General,,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,2,2
Voids,Attorney General,,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Ann G Rabbitt,State Senate,42,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,1,1
Blanks,State Senate,42,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Voids,State Senate,42,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),0,0,0
Write-ins,State Senate,42,REFORM,Ulster,Wawarsing 5 (Uls Hgts Methodist),1,1,2
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),24,3,27
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),16,1,17
Blanks,Governor,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),2,0,2
Voids,Governor,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),9,1,10
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),7,0,7
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),20,3,23
Blanks,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),6,0,6
Voids,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),12,1,13
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),25,3,28
Blanks,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),5,0,5
Voids,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),1,1,2
Voids,Attorney General,,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),0,1,1
Write-ins,Attorney General,,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),1,0,1
Ann G Rabbitt,State Senate,42,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),0,0,0
Blanks,State Senate,42,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),1,0,1
Voids,State Senate,42,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),0,1,1
Write-ins,State Senate,42,REFORM,Ulster,Wawarsing 6 (Greenfield Park FH),1,1,2
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",57,5,62
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",78,16,94
Blanks,Governor,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",53,10,63
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",28,5,33
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",3,0,3
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",48,5,53
Blanks,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",3,0,3
Voids,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,1,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",44,6,50
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",80,13,93
Blanks,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",11,1,12
Voids,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,1,1
Write-ins,State Senate,42,DEMOCRATIC,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",3,0,3
Mike Diederich,Attorney General,,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",1,1,2
Christopher B Garvey,Attorney General,,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",2,0,2
Blanks,Attorney General,,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",4,3,7
Voids,Attorney General,,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Write-ins,Attorney General,,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",2,0,2
Ann G Rabbitt,State Senate,42,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",4,0,4
Blanks,State Senate,42,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",2,1,3
Voids,State Senate,42,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",0,0,0
Write-ins,State Senate,42,REFORM,Ulster,"Wawarsing 7,8 (Shawangunk Sr Ctr)",6,3,9
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),26,4,30
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),12,5,17
Blanks,Governor,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),1,0,1
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),6,1,7
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),4,2,6
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),1,1,2
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),27,4,31
Blanks,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),1,1,2
Voids,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),0,0,0
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),8,1,9
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),30,7,37
Blanks,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),1,1,2
Voids,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 9 (Shawangunk Sr Ctr),0,0,0
Cynthia E. Nixon,Governor,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),12,1,13
Andrew M. Cuomo,Governor,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),15,4,19
Blanks,Governor,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Voids,Governor,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Write-ins,Governor,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),10,0,10
Letitia A. James,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),4,0,4
Leecia R. Eve,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Zephyr Teachout,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),13,4,17
Blanks,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Voids,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,1,1
Write-ins,Attorney General,,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Pramilla Malick,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),9,0,9
Jen Metzger,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),18,5,23
Blanks,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Voids,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Write-ins,State Senate,42,DEMOCRATIC,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Nancy B Sliwa,Attorney General,,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Mike Diederich,Attorney General,,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Christopher B Garvey,Attorney General,,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Blanks,Attorney General,,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Voids,Attorney General,,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Write-ins,Attorney General,,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Ann G Rabbitt,State Senate,42,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Blanks,State Senate,42,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Voids,State Senate,42,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
Write-ins,State Senate,42,REFORM,Ulster,Wawarsing 11 (Cragsmoor FH),0,0,0
