county,precinct,office,district,candidate,party,votes,absentee
Cattaraugus,Allegany District 1,State Assembly,148,Joseph M. Giglio,IND,14,3
Cattaraugus,Allegany District 2,State Assembly,148,Joseph M. Giglio,IND,5,3
Cattaraugus,Allegany District 3,State Assembly,148,Joseph M. Giglio,IND,7,1
Cattaraugus,Allegany District 4,State Assembly,148,Joseph M. Giglio,IND,9,0
Cattaraugus,Allegany District 5,State Assembly,148,Joseph M. Giglio,IND,9,4
Cattaraugus,Ashford District 1,State Assembly,148,Joseph M. Giglio,IND,6,1
Cattaraugus,Ashford District 2,State Assembly,148,Joseph M. Giglio,IND,8,4
Cattaraugus,Carrollton,State Assembly,148,Joseph M. Giglio,IND,9,1
Cattaraugus,City of Olean - Ward 1,State Assembly,148,Joseph M. Giglio,IND,10,1
Cattaraugus,City of Olean - Ward 2,State Assembly,148,Joseph M. Giglio,IND,13,2
Cattaraugus,City of Olean - Ward 3,State Assembly,148,Joseph M. Giglio,IND,10,1
Cattaraugus,City of Olean - Ward 4,State Assembly,148,Joseph M. Giglio,IND,6,0
Cattaraugus,City of Olean - Ward 5,State Assembly,148,Joseph M. Giglio,IND,4,0
Cattaraugus,City of Olean - Ward 6,State Assembly,148,Joseph M. Giglio,IND,4,0
Cattaraugus,City of Olean - Ward 7,State Assembly,148,Joseph M. Giglio,IND,13,2
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,Joseph M. Giglio,IND,2,0
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,Joseph M. Giglio,IND,8,0
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,Joseph M. Giglio,IND,5,2
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,Joseph M. Giglio,IND,6,2
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,Joseph M. Giglio,IND,8,2
Cattaraugus,Coldspring,State Assembly,148,Joseph M. Giglio,IND,4,0
Cattaraugus,Conewango,State Assembly,148,Joseph M. Giglio,IND,4,0
Cattaraugus,Dayton,State Assembly,148,Joseph M. Giglio,IND,11,0
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,Joseph M. Giglio,IND,25,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,Joseph M. Giglio,IND,19,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,Joseph M. Giglio,IND,56,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,Joseph M. Giglio,IND,19,
Cattaraugus,East Otto,State Assembly,148,Joseph M. Giglio,IND,6,3
Cattaraugus,Ellicottville,State Assembly,148,Joseph M. Giglio,IND,7,0
Cattaraugus,Farmersville,State Assembly,148,Joseph M. Giglio,IND,4,1
Cattaraugus,Franklinville District 1,State Assembly,148,Joseph M. Giglio,IND,6,6
Cattaraugus,Franklinville District 2,State Assembly,148,Joseph M. Giglio,IND,4,4
Cattaraugus,Freedom,State Assembly,148,Joseph M. Giglio,IND,11,2
Cattaraugus,Great Valley 1,State Assembly,148,Joseph M. Giglio,IND,6,0
Cattaraugus,Great Valley 2,State Assembly,148,Joseph M. Giglio,IND,13,4
Cattaraugus,Hinsdale,State Assembly,148,Joseph M. Giglio,IND,8,2
Cattaraugus,Humphrey,State Assembly,148,Joseph M. Giglio,IND,1,3
Cattaraugus,Ischua,State Assembly,148,Joseph M. Giglio,IND,4,0
Cattaraugus,Leon,State Assembly,148,Joseph M. Giglio,IND,11,2
Cattaraugus,Little Valley,State Assembly,148,Joseph M. Giglio,IND,8,2
Cattaraugus,Lyndon,State Assembly,148,Joseph M. Giglio,IND,5,1
Cattaraugus,Machias,State Assembly,148,Joseph M. Giglio,IND,18,3
Cattaraugus,Mansfield,State Assembly,148,Joseph M. Giglio,IND,5,1
Cattaraugus,Napoli,State Assembly,148,Joseph M. Giglio,IND,4,2
Cattaraugus,New Albion,State Assembly,148,Joseph M. Giglio,IND,11,0
Cattaraugus,Otto,State Assembly,148,Joseph M. Giglio,IND,6,2
Cattaraugus,Perrysburg,State Assembly,148,Joseph M. Giglio,IND,26,1
Cattaraugus,Persia,State Assembly,148,Joseph M. Giglio,IND,10,0
Cattaraugus,Portville 1,State Assembly,148,Joseph M. Giglio,IND,10,0
Cattaraugus,Portville 2,State Assembly,148,Joseph M. Giglio,IND,8,0
Cattaraugus,Randolph District 1,State Assembly,148,Joseph M. Giglio,IND,12,1
Cattaraugus,Randolph District 2,State Assembly,148,Joseph M. Giglio,IND,7,0
Cattaraugus,Red House,State Assembly,148,Joseph M. Giglio,IND,0,1
Cattaraugus,South Valley,State Assembly,148,Joseph M. Giglio,IND,0,2
Cattaraugus,Town of Olean 1,State Assembly,148,Joseph M. Giglio,IND,5,0
Cattaraugus,Town of Olean 2,State Assembly,148,Joseph M. Giglio,IND,2,1
Cattaraugus,Town of Salamanca,State Assembly,148,Joseph M. Giglio,IND,1,2
Cattaraugus,Yorkshire 1,State Assembly,148,Joseph M. Giglio,IND,5,2
Cattaraugus,Yorkshire 2,State Assembly,148,Joseph M. Giglio,IND,11,3
Cattaraugus,Allegany District 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Allegany District 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Allegany District 3,State Assembly,148,Write-ins,,0,0
Cattaraugus,Allegany District 4,State Assembly,148,Write-ins,,0,0
Cattaraugus,Allegany District 5,State Assembly,148,Write-ins,,0,0
Cattaraugus,Ashford District 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Ashford District 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Carrollton,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 3,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 4,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 5,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 6,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Olean - Ward 7,State Assembly,148,Write-ins,,1,0
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,Write-ins,,0,0
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,Write-ins,,0,0
Cattaraugus,Coldspring,State Assembly,148,Write-ins,,0,0
Cattaraugus,Conewango,State Assembly,148,Write-ins,,0,0
Cattaraugus,Dayton,State Assembly,148,Write-ins,,0,0
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,Write-ins,,0,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,Write-ins,,0,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,Write-ins,,0,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,Write-ins,,0,
Cattaraugus,East Otto,State Assembly,148,Write-ins,,0,0
Cattaraugus,Ellicottville,State Assembly,148,Write-ins,,0,0
Cattaraugus,Farmersville,State Assembly,148,Write-ins,,0,0
Cattaraugus,Franklinville District 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Franklinville District 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Freedom,State Assembly,148,Write-ins,,0,0
Cattaraugus,Great Valley 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Great Valley 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Hinsdale,State Assembly,148,Write-ins,,0,0
Cattaraugus,Humphrey,State Assembly,148,Write-ins,,0,0
Cattaraugus,Ischua,State Assembly,148,Write-ins,,0,0
Cattaraugus,Leon,State Assembly,148,Write-ins,,0,0
Cattaraugus,Little Valley,State Assembly,148,Write-ins,,0,0
Cattaraugus,Lyndon,State Assembly,148,Write-ins,,0,0
Cattaraugus,Machias,State Assembly,148,Write-ins,,0,0
Cattaraugus,Mansfield,State Assembly,148,Write-ins,,0,0
Cattaraugus,Napoli,State Assembly,148,Write-ins,,0,0
Cattaraugus,New Albion,State Assembly,148,Write-ins,,0,0
Cattaraugus,Otto,State Assembly,148,Write-ins,,0,0
Cattaraugus,Perrysburg,State Assembly,148,Write-ins,,1,0
Cattaraugus,Persia,State Assembly,148,Write-ins,,0,0
Cattaraugus,Portville 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Portville 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Randolph District 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Randolph District 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Red House,State Assembly,148,Write-ins,,0,0
Cattaraugus,South Valley,State Assembly,148,Write-ins,,0,0
Cattaraugus,Town of Olean 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Town of Olean 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Town of Salamanca,State Assembly,148,Write-ins,,0,0
Cattaraugus,Yorkshire 1,State Assembly,148,Write-ins,,0,0
Cattaraugus,Yorkshire 2,State Assembly,148,Write-ins,,0,0
Cattaraugus,Allegany District 1,State Assembly,148,Voids,,0,0
Cattaraugus,Allegany District 2,State Assembly,148,Voids,,0,3
Cattaraugus,Allegany District 3,State Assembly,148,Voids,,0,0
Cattaraugus,Allegany District 4,State Assembly,148,Voids,,0,0
Cattaraugus,Allegany District 5,State Assembly,148,Voids,,0,1
Cattaraugus,Ashford District 1,State Assembly,148,Voids,,0,0
Cattaraugus,Ashford District 2,State Assembly,148,Voids,,0,0
Cattaraugus,Carrollton,State Assembly,148,Voids,,0,0
Cattaraugus,City of Olean - Ward 1,State Assembly,148,Voids,,0,0
Cattaraugus,City of Olean - Ward 2,State Assembly,148,Voids,,0,0
Cattaraugus,City of Olean - Ward 3,State Assembly,148,Voids,,0,1
Cattaraugus,City of Olean - Ward 4,State Assembly,148,Voids,,0,2
Cattaraugus,City of Olean - Ward 5,State Assembly,148,Voids,,0,1
Cattaraugus,City of Olean - Ward 6,State Assembly,148,Voids,,0,1
Cattaraugus,City of Olean - Ward 7,State Assembly,148,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,Voids,,0,0
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,Voids,,0,1
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,Voids,,0,0
Cattaraugus,Coldspring,State Assembly,148,Voids,,0,0
Cattaraugus,Conewango,State Assembly,148,Voids,,0,0
Cattaraugus,Dayton,State Assembly,148,Voids,,1,0
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,Voids,,0,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,Voids,,0,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,Voids,,1,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,Voids,,0,
Cattaraugus,East Otto,State Assembly,148,Voids,,0,0
Cattaraugus,Ellicottville,State Assembly,148,Voids,,0,0
Cattaraugus,Farmersville,State Assembly,148,Voids,,0,0
Cattaraugus,Franklinville District 1,State Assembly,148,Voids,,0,0
Cattaraugus,Franklinville District 2,State Assembly,148,Voids,,0,0
Cattaraugus,Freedom,State Assembly,148,Voids,,0,0
Cattaraugus,Great Valley 1,State Assembly,148,Voids,,0,0
Cattaraugus,Great Valley 2,State Assembly,148,Voids,,0,0
Cattaraugus,Hinsdale,State Assembly,148,Voids,,0,0
Cattaraugus,Humphrey,State Assembly,148,Voids,,0,3
Cattaraugus,Ischua,State Assembly,148,Voids,,0,0
Cattaraugus,Leon,State Assembly,148,Voids,,0,1
Cattaraugus,Little Valley,State Assembly,148,Voids,,0,0
Cattaraugus,Lyndon,State Assembly,148,Voids,,0,0
Cattaraugus,Machias,State Assembly,148,Voids,,0,0
Cattaraugus,Mansfield,State Assembly,148,Voids,,0,0
Cattaraugus,Napoli,State Assembly,148,Voids,,0,0
Cattaraugus,New Albion,State Assembly,148,Voids,,0,0
Cattaraugus,Otto,State Assembly,148,Voids,,0,0
Cattaraugus,Perrysburg,State Assembly,148,Voids,,0,0
Cattaraugus,Persia,State Assembly,148,Voids,,0,0
Cattaraugus,Portville 1,State Assembly,148,Voids,,1,0
Cattaraugus,Portville 2,State Assembly,148,Voids,,0,1
Cattaraugus,Randolph District 1,State Assembly,148,Voids,,0,0
Cattaraugus,Randolph District 2,State Assembly,148,Voids,,0,0
Cattaraugus,Red House,State Assembly,148,Voids,,0,0
Cattaraugus,South Valley,State Assembly,148,Voids,,0,0
Cattaraugus,Town of Olean 1,State Assembly,148,Voids,,0,0
Cattaraugus,Town of Olean 2,State Assembly,148,Voids,,0,0
Cattaraugus,Town of Salamanca,State Assembly,148,Voids,,1,0
Cattaraugus,Yorkshire 1,State Assembly,148,Voids,,0,0
Cattaraugus,Yorkshire 2,State Assembly,148,Voids,,0,0
Cattaraugus,Allegany District 1,State Assembly,148,Blanks,,29,6
Cattaraugus,Allegany District 2,State Assembly,148,Blanks,,10,10
Cattaraugus,Allegany District 3,State Assembly,148,Blanks,,17,2
Cattaraugus,Allegany District 4,State Assembly,148,Blanks,,23,1
Cattaraugus,Allegany District 5,State Assembly,148,Blanks,,27,12
Cattaraugus,Ashford District 1,State Assembly,148,Blanks,,18,2
Cattaraugus,Ashford District 2,State Assembly,148,Blanks,,34,5
Cattaraugus,Carrollton,State Assembly,148,Blanks,,30,0
Cattaraugus,City of Olean - Ward 1,State Assembly,148,Blanks,,34,3
Cattaraugus,City of Olean - Ward 2,State Assembly,148,Blanks,,27,7
Cattaraugus,City of Olean - Ward 3,State Assembly,148,Blanks,,23,5
Cattaraugus,City of Olean - Ward 4,State Assembly,148,Blanks,,21,9
Cattaraugus,City of Olean - Ward 5,State Assembly,148,Blanks,,27,3
Cattaraugus,City of Olean - Ward 6,State Assembly,148,Blanks,,27,6
Cattaraugus,City of Olean - Ward 7,State Assembly,148,Blanks,,40,6
Cattaraugus,City of Salamanca - Ward 1,State Assembly,148,Blanks,,22,7
Cattaraugus,City of Salamanca - Ward 2,State Assembly,148,Blanks,,41,7
Cattaraugus,City of Salamanca - Ward 3,State Assembly,148,Blanks,,25,2
Cattaraugus,City of Salamanca - Ward 4,State Assembly,148,Blanks,,31,6
Cattaraugus,City of Salamanca - Ward 5,State Assembly,148,Blanks,,19,6
Cattaraugus,Coldspring,State Assembly,148,Blanks,,23,2
Cattaraugus,Conewango,State Assembly,148,Blanks,,23,7
Cattaraugus,Dayton,State Assembly,148,Blanks,,33,3
Cattaraugus,Early Voting - Little Valley 1,State Assembly,148,Blanks,,65,
Cattaraugus,Early Voting - Little Valley 2,State Assembly,148,Blanks,,58,
Cattaraugus,Early Voting - Olean 1,State Assembly,148,Blanks,,114,
Cattaraugus,Early Voting - Olean 2,State Assembly,148,Blanks,,71,
Cattaraugus,East Otto,State Assembly,148,Blanks,,13,7
Cattaraugus,Ellicottville,State Assembly,148,Blanks,,24,5
Cattaraugus,Farmersville,State Assembly,148,Blanks,,24,5
Cattaraugus,Franklinville District 1,State Assembly,148,Blanks,,23,9
Cattaraugus,Franklinville District 2,State Assembly,148,Blanks,,30,7
Cattaraugus,Freedom,State Assembly,148,Blanks,,111,0
Cattaraugus,Great Valley 1,State Assembly,148,Blanks,,16,3
Cattaraugus,Great Valley 2,State Assembly,148,Blanks,,23,13
Cattaraugus,Hinsdale,State Assembly,148,Blanks,,38,5
Cattaraugus,Humphrey,State Assembly,148,Blanks,,8,13
Cattaraugus,Ischua,State Assembly,148,Blanks,,21,7
Cattaraugus,Leon,State Assembly,148,Blanks,,11,9
Cattaraugus,Little Valley,State Assembly,148,Blanks,,19,14
Cattaraugus,Lyndon,State Assembly,148,Blanks,,27,8
Cattaraugus,Machias,State Assembly,148,Blanks,,49,11
Cattaraugus,Mansfield,State Assembly,148,Blanks,,12,7
Cattaraugus,Napoli,State Assembly,148,Blanks,,22,10
Cattaraugus,New Albion,State Assembly,148,Blanks,,36,8
Cattaraugus,Otto,State Assembly,148,Blanks,,18,6
Cattaraugus,Perrysburg,State Assembly,148,Blanks,,35,2
Cattaraugus,Persia,State Assembly,148,Blanks,,42,0
Cattaraugus,Portville 1,State Assembly,148,Blanks,,18,0
Cattaraugus,Portville 2,State Assembly,148,Blanks,,33,5
Cattaraugus,Randolph District 1,State Assembly,148,Blanks,,21,15
Cattaraugus,Randolph District 2,State Assembly,148,Blanks,,38,2
Cattaraugus,Red House,State Assembly,148,Blanks,,2,5
Cattaraugus,South Valley,State Assembly,148,Blanks,,8,32
Cattaraugus,Town of Olean 1,State Assembly,148,Blanks,,14,3
Cattaraugus,Town of Olean 2,State Assembly,148,Blanks,,17,8
Cattaraugus,Town of Salamanca,State Assembly,148,Blanks,,41,2
Cattaraugus,Yorkshire 1,State Assembly,148,Blanks,,45,5
Cattaraugus,Yorkshire 2,State Assembly,148,Blanks,,46,14
