county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,14/1,Attorney General,,Michael Henry,CON,35,,,
Jefferson,14/2,Attorney General,,Michael Henry,CON,11,,,
Jefferson,15/1,Attorney General,,Michael Henry,CON,27,,,
Jefferson,15/2,Attorney General,,Michael Henry,CON,33,,,
Jefferson,15/3,Attorney General,,Michael Henry,CON,14,,,
Jefferson,Adams 1,Attorney General,,Michael Henry,CON,22,,,
Jefferson,Adams 2,Attorney General,,Michael Henry,CON,21,,,
Jefferson,Adams 3,Attorney General,,Michael Henry,CON,60,,,
Jefferson,Alexandria 1,Attorney General,,Michael Henry,CON,18,,,
Jefferson,Alexandria 2,Attorney General,,Michael Henry,CON,30,,,
Jefferson,Alexandria 3,Attorney General,,Michael Henry,CON,38,,,
Jefferson,Antwerp 1,Attorney General,,Michael Henry,CON,16,,,
Jefferson,Antwerp 2,Attorney General,,Michael Henry,CON,34,,,
Jefferson,Brownville 1,Attorney General,,Michael Henry,CON,21,,,
Jefferson,Brownville 2,Attorney General,,Michael Henry,CON,25,,,
Jefferson,Brownville 3,Attorney General,,Michael Henry,CON,32,,,
Jefferson,Brownville 4,Attorney General,,Michael Henry,CON,16,,,
Jefferson,Brownville 5,Attorney General,,Michael Henry,CON,29,,,
Jefferson,Cape Vincent 1,Attorney General,,Michael Henry,CON,15,,,
Jefferson,Cape Vincent 2,Attorney General,,Michael Henry,CON,56,,,
Jefferson,Champion 1,Attorney General,,Michael Henry,CON,58,,,
Jefferson,Champion 2,Attorney General,,Michael Henry,CON,28,,,
Jefferson,Clayton 1,Attorney General,,Michael Henry,CON,49,,,
Jefferson,Clayton 2,Attorney General,,Michael Henry,CON,30,,,
Jefferson,Clayton 3,Attorney General,,Michael Henry,CON,45,,,
Jefferson,Ellisburg 1,Attorney General,,Michael Henry,CON,5,,,
Jefferson,Elllisburg 2,Attorney General,,Michael Henry,CON,29,,,
Jefferson,Ellisburg 3,Attorney General,,Michael Henry,CON,6,,,
Jefferson,Ellisburg 4,Attorney General,,Michael Henry,CON,37,,,
Jefferson,Henderson 1,Attorney General,,Michael Henry,CON,38,,,
Jefferson,Hounsfield 1,Attorney General,,Michael Henry,CON,28,,,
Jefferson,Hounsfield 2,Attorney General,,Michael Henry,CON,48,,,
Jefferson,LeRay 1,Attorney General,,Michael Henry,CON,14,,,
Jefferson,LeRay 2,Attorney General,,Michael Henry,CON,10,,,
Jefferson,LeRay 3,Attorney General,,Michael Henry,CON,14,,,
Jefferson,LeRay 4,Attorney General,,Michael Henry,CON,34,,,
Jefferson,LeRay 5,Attorney General,,Michael Henry,CON,12,,,
Jefferson,LeRay 6,Attorney General,,Michael Henry,CON,6,,,
Jefferson,LeRay 7,Attorney General,,Michael Henry,CON,5,,,
Jefferson,LeRay 8,Attorney General,,Michael Henry,CON,26,,,
Jefferson,Lorraine 1,Attorney General,,Michael Henry,CON,36,,,
Jefferson,Lyme 1,Attorney General,,Michael Henry,CON,33,,,
Jefferson,Lyme 2,Attorney General,,Michael Henry,CON,33,,,
Jefferson,Lyme 3,Attorney General,,Michael Henry,CON,14,,,
Jefferson,Orleans 1,Attorney General,,Michael Henry,CON,46,,,
Jefferson,Orleans 2,Attorney General,,Michael Henry,CON,29,,,
Jefferson,Pamelia 1,Attorney General,,Michael Henry,CON,45,,,
Jefferson,Pamelia 2,Attorney General,,Michael Henry,CON,36,,,
Jefferson,Philadelphia 1,Attorney General,,Michael Henry,CON,12,,,
Jefferson,Philadelphia 2,Attorney General,,Michael Henry,CON,23,,,
Jefferson,Rodman 1,Attorney General,,Michael Henry,CON,34,,,
Jefferson,Rutland 1,Attorney General,,Michael Henry,CON,22,,,
Jefferson,Rutland 2,Attorney General,,Michael Henry,CON,25,,,
Jefferson,Rutland 3,Attorney General,,Michael Henry,CON,8,,,
Jefferson,Theresa 1,Attorney General,,Michael Henry,CON,67,,,
Jefferson,Watertown 1,Attorney General,,Michael Henry,CON,65,,,
Jefferson,Watertown 2,Attorney General,,Michael Henry,CON,59,,,
Jefferson,Wilna 1,Attorney General,,Michael Henry,CON,13,,,
Jefferson,Wilna 2,Attorney General,,Michael Henry,CON,3,,,
Jefferson,Wilna 3,Attorney General,,Michael Henry,CON,3,,,
Jefferson,Wilna 4,Attorney General,,Michael Henry,CON,16,,,
Jefferson,Wilna 5,Attorney General,,Michael Henry,CON,23,,,
Jefferson,Wilna 6,Attorney General,,Michael Henry,CON,29,,,
Jefferson,Worth 1,Attorney General,,Michael Henry,CON,5,,,
Jefferson,City 12/1,Attorney General,,Letitia James,WOR,22,,,
Jefferson,City 12/2,Attorney General,,Letitia James,WOR,20,,,
Jefferson,City 12/3,Attorney General,,Letitia James,WOR,16,,,
Jefferson,13/1,Attorney General,,Letitia James,WOR,20,,,
Jefferson,13/2,Attorney General,,Letitia James,WOR,12,,,
Jefferson,13/3,Attorney General,,Letitia James,WOR,15,,,
Jefferson,14/1,Attorney General,,Letitia James,WOR,17,,,
Jefferson,14/2,Attorney General,,Letitia James,WOR,7,,,
Jefferson,15/1,Attorney General,,Letitia James,WOR,14,,,
Jefferson,15/2,Attorney General,,Letitia James,WOR,18,,,
Jefferson,15/3,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Adams 1,Attorney General,,Letitia James,WOR,15,,,
Jefferson,Adams 2,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Adams 3,Attorney General,,Letitia James,WOR,12,,,
Jefferson,Alexandria 1,Attorney General,,Letitia James,WOR,8,,,
Jefferson,Alexandria 2,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Alexandria 3,Attorney General,,Letitia James,WOR,22,,,
Jefferson,Antwerp 1,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Antwerp 2,Attorney General,,Letitia James,WOR,10,,,
Jefferson,Brownville 1,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Brownville 2,Attorney General,,Letitia James,WOR,7,,,
Jefferson,Brownville 3,Attorney General,,Letitia James,WOR,10,,,
Jefferson,Brownville 4,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Brownville 5,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Cape Vincent 1,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Cape Vincent 2,Attorney General,,Letitia James,WOR,17,,,
Jefferson,Champion 1,Attorney General,,Letitia James,WOR,12,,,
Jefferson,Champion 2,Attorney General,,Letitia James,WOR,14,,,
Jefferson,Clayton 1,Attorney General,,Letitia James,WOR,13,,,
Jefferson,Clayton 2,Attorney General,,Letitia James,WOR,17,,,
Jefferson,Clayton 3,Attorney General,,Letitia James,WOR,22,,,
Jefferson,Ellisburg 1,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Elllisburg 2,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Ellisburg 3,Attorney General,,Letitia James,WOR,2,,,
Jefferson,Ellisburg 4,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Henderson 1,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Hounsfield 1,Attorney General,,Letitia James,WOR,16,,,
Jefferson,Hounsfield 2,Attorney General,,Letitia James,WOR,22,,,
Jefferson,LeRay 1,Attorney General,,Letitia James,WOR,6,,,
Jefferson,LeRay 2,Attorney General,,Letitia James,WOR,1,,,
Jefferson,LeRay 3,Attorney General,,Letitia James,WOR,6,,,
Jefferson,LeRay 4,Attorney General,,Letitia James,WOR,10,,,
Jefferson,LeRay 5,Attorney General,,Letitia James,WOR,10,,,
Jefferson,LeRay 6,Attorney General,,Letitia James,WOR,2,,,
Jefferson,LeRay 7,Attorney General,,Letitia James,WOR,0,,,
Jefferson,LeRay 8,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Lorraine 1,Attorney General,,Letitia James,WOR,6,,,
Jefferson,Lyme 1,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Lyme 2,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Lyme 3,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Orleans 1,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Orleans 2,Attorney General,,Letitia James,WOR,8,,,
Jefferson,Pamelia 1,Attorney General,,Letitia James,WOR,15,,,
Jefferson,Pamelia 2,Attorney General,,Letitia James,WOR,12,,,
Jefferson,Philadelphia 1,Attorney General,,Letitia James,WOR,8,,,
Jefferson,Philadelphia 2,Attorney General,,Letitia James,WOR,5,,,
Jefferson,Rodman 1,Attorney General,,Letitia James,WOR,11,,,
Jefferson,Rutland 1,Attorney General,,Letitia James,WOR,9,,,
Jefferson,Rutland 2,Attorney General,,Letitia James,WOR,6,,,
Jefferson,Rutland 3,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Theresa 1,Attorney General,,Letitia James,WOR,19,,,
Jefferson,Watertown 1,Attorney General,,Letitia James,WOR,10,,,
Jefferson,Watertown 2,Attorney General,,Letitia James,WOR,17,,,
Jefferson,Wilna 1,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Wilna 2,Attorney General,,Letitia James,WOR,2,,,
Jefferson,Wilna 3,Attorney General,,Letitia James,WOR,1,,,
Jefferson,Wilna 4,Attorney General,,Letitia James,WOR,4,,,
Jefferson,Wilna 5,Attorney General,,Letitia James,WOR,6,,,
Jefferson,Wilna 6,Attorney General,,Letitia James,WOR,13,,,
Jefferson,Worth 1,Attorney General,,Letitia James,WOR,3,,,
Jefferson,City 12/1,Attorney General,,Write-ins,,0,,,
Jefferson,City 12/2,Attorney General,,Write-ins,,0,,,
Jefferson,City 12/3,Attorney General,,Write-ins,,0,,,
Jefferson,13/1,Attorney General,,Write-ins,,0,,,
Jefferson,13/2,Attorney General,,Write-ins,,1,,,
Jefferson,13/3,Attorney General,,Write-ins,,0,,,
Jefferson,14/1,Attorney General,,Write-ins,,0,,,
Jefferson,14/2,Attorney General,,Write-ins,,0,,,
Jefferson,15/1,Attorney General,,Write-ins,,1,,,
Jefferson,15/2,Attorney General,,Write-ins,,1,,,
Jefferson,15/3,Attorney General,,Write-ins,,0,,,
Jefferson,Adams 1,Attorney General,,Write-ins,,0,,,
Jefferson,Adams 2,Attorney General,,Write-ins,,0,,,
Jefferson,Adams 3,Attorney General,,Write-ins,,0,,,
Jefferson,Alexandria 1,Attorney General,,Write-ins,,0,,,
Jefferson,Alexandria 2,Attorney General,,Write-ins,,0,,,
Jefferson,Alexandria 3,Attorney General,,Write-ins,,0,,,
Jefferson,Antwerp 1,Attorney General,,Write-ins,,0,,,
Jefferson,Antwerp 2,Attorney General,,Write-ins,,0,,,
Jefferson,Brownville 1,Attorney General,,Write-ins,,0,,,
Jefferson,Brownville 2,Attorney General,,Write-ins,,0,,,
Jefferson,Brownville 3,Attorney General,,Write-ins,,0,,,
Jefferson,Brownville 4,Attorney General,,Write-ins,,1,,,
Jefferson,Brownville 5,Attorney General,,Write-ins,,1,,,
Jefferson,Cape Vincent 1,Attorney General,,Write-ins,,0,,,
Jefferson,Cape Vincent 2,Attorney General,,Write-ins,,0,,,
Jefferson,Champion 1,Attorney General,,Write-ins,,0,,,
Jefferson,Champion 2,Attorney General,,Write-ins,,0,,,
Jefferson,Clayton 1,Attorney General,,Write-ins,,0,,,
Jefferson,Clayton 2,Attorney General,,Write-ins,,0,,,
Jefferson,Clayton 3,Attorney General,,Write-ins,,0,,,
Jefferson,Ellisburg 1,Attorney General,,Write-ins,,0,,,
Jefferson,Elllisburg 2,Attorney General,,Write-ins,,0,,,
Jefferson,Ellisburg 3,Attorney General,,Write-ins,,0,,,
Jefferson,Ellisburg 4,Attorney General,,Write-ins,,0,,,
Jefferson,Henderson 1,Attorney General,,Write-ins,,0,,,
Jefferson,Hounsfield 1,Attorney General,,Write-ins,,0,,,
Jefferson,Hounsfield 2,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 1,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 2,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 3,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 4,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 5,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 6,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 7,Attorney General,,Write-ins,,0,,,
Jefferson,LeRay 8,Attorney General,,Write-ins,,0,,,
Jefferson,Lorraine 1,Attorney General,,Write-ins,,0,,,
Jefferson,Lyme 1,Attorney General,,Write-ins,,0,,,
Jefferson,Lyme 2,Attorney General,,Write-ins,,0,,,
Jefferson,Lyme 3,Attorney General,,Write-ins,,0,,,
Jefferson,Orleans 1,Attorney General,,Write-ins,,0,,,
Jefferson,Orleans 2,Attorney General,,Write-ins,,0,,,
Jefferson,Pamelia 1,Attorney General,,Write-ins,,0,,,
Jefferson,Pamelia 2,Attorney General,,Write-ins,,0,,,
Jefferson,Philadelphia 1,Attorney General,,Write-ins,,0,,,
Jefferson,Philadelphia 2,Attorney General,,Write-ins,,0,,,
Jefferson,Rodman 1,Attorney General,,Write-ins,,0,,,
Jefferson,Rutland 1,Attorney General,,Write-ins,,0,,,
Jefferson,Rutland 2,Attorney General,,Write-ins,,0,,,
Jefferson,Rutland 3,Attorney General,,Write-ins,,0,,,
Jefferson,Theresa 1,Attorney General,,Write-ins,,0,,,
Jefferson,Watertown 1,Attorney General,,Write-ins,,0,,,
Jefferson,Watertown 2,Attorney General,,Write-ins,,1,,,
Jefferson,Wilna 1,Attorney General,,Write-ins,,0,,,
Jefferson,Wilna 2,Attorney General,,Write-ins,,0,,,
Jefferson,Wilna 3,Attorney General,,Write-ins,,0,,,
Jefferson,Wilna 4,Attorney General,,Write-ins,,0,,,
Jefferson,Wilna 5,Attorney General,,Write-ins,,0,,,
Jefferson,Wilna 6,Attorney General,,Write-ins,,0,,,
Jefferson,Worth 1,Attorney General,,Write-ins,,0,,,
Jefferson,City 12/1,Attorney General,,Under Votes,,22,,,
Jefferson,City 12/2,Attorney General,,Under Votes,,14,,,
Jefferson,City 12/3,Attorney General,,Under Votes,,9,,,
Jefferson,13/1,Attorney General,,Under Votes,,10,,,
Jefferson,13/2,Attorney General,,Under Votes,,15,,,
Jefferson,13/3,Attorney General,,Under Votes,,6,,,
Jefferson,14/1,Attorney General,,Under Votes,,11,,,
Jefferson,14/2,Attorney General,,Under Votes,,5,,,
Jefferson,15/1,Attorney General,,Under Votes,,17,,,
Jefferson,15/2,Attorney General,,Under Votes,,11,,,
Jefferson,15/3,Attorney General,,Under Votes,,7,,,
Jefferson,Adams 1,Attorney General,,Under Votes,,9,,,
Jefferson,Adams 2,Attorney General,,Under Votes,,9,,,
Jefferson,Adams 3,Attorney General,,Under Votes,,17,,,
Jefferson,Alexandria 1,Attorney General,,Under Votes,,15,,,
Jefferson,Alexandria 2,Attorney General,,Under Votes,,14,,,
Jefferson,Alexandria 3,Attorney General,,Under Votes,,30,,,
Jefferson,Antwerp 1,Attorney General,,Under Votes,,4,,,
Jefferson,Antwerp 2,Attorney General,,Under Votes,,13,,,
Jefferson,Brownville 1,Attorney General,,Under Votes,,14,,,
Jefferson,Brownville 2,Attorney General,,Under Votes,,14,,,
Jefferson,Brownville 3,Attorney General,,Under Votes,,7,,,
Jefferson,Brownville 4,Attorney General,,Under Votes,,11,,,
Jefferson,Brownville 5,Attorney General,,Under Votes,,19,,,
Jefferson,Cape Vincent 1,Attorney General,,Under Votes,,15,,,
Jefferson,Cape Vincent 2,Attorney General,,Under Votes,,17,,,
Jefferson,Champion 1,Attorney General,,Under Votes,,17,,,
Jefferson,Champion 2,Attorney General,,Under Votes,,15,,,
Jefferson,Clayton 1,Attorney General,,Under Votes,,16,,,
Jefferson,Clayton 2,Attorney General,,Under Votes,,24,,,
Jefferson,Clayton 3,Attorney General,,Under Votes,,22,,,
Jefferson,Ellisburg 1,Attorney General,,Under Votes,,1,,,
Jefferson,Elllisburg 2,Attorney General,,Under Votes,,11,,,
Jefferson,Ellisburg 3,Attorney General,,Under Votes,,1,,,
Jefferson,Ellisburg 4,Attorney General,,Under Votes,,11,,,
Jefferson,Henderson 1,Attorney General,,Under Votes,,19,,,
Jefferson,Hounsfield 1,Attorney General,,Under Votes,,15,,,
Jefferson,Hounsfield 2,Attorney General,,Under Votes,,22,,,
Jefferson,LeRay 1,Attorney General,,Under Votes,,3,,,
Jefferson,LeRay 2,Attorney General,,Under Votes,,4,,,
Jefferson,LeRay 3,Attorney General,,Under Votes,,10,,,
Jefferson,LeRay 4,Attorney General,,Under Votes,,7,,,
Jefferson,LeRay 5,Attorney General,,Under Votes,,10,,,
Jefferson,LeRay 6,Attorney General,,Under Votes,,6,,,
Jefferson,LeRay 7,Attorney General,,Under Votes,,0,,,
Jefferson,LeRay 8,Attorney General,,Under Votes,,7,,,
Jefferson,Lorraine 1,Attorney General,,Under Votes,,11,,,
Jefferson,Lyme 1,Attorney General,,Under Votes,,11,,,
Jefferson,Lyme 2,Attorney General,,Under Votes,,12,,,
Jefferson,Lyme 3,Attorney General,,Under Votes,,5,,,
Jefferson,Orleans 1,Attorney General,,Under Votes,,14,,,
Jefferson,Orleans 2,Attorney General,,Under Votes,,6,,,
Jefferson,Pamelia 1,Attorney General,,Under Votes,,14,,,
Jefferson,Pamelia 2,Attorney General,,Under Votes,,8,,,
Jefferson,Philadelphia 1,Attorney General,,Under Votes,,3,,,
Jefferson,Philadelphia 2,Attorney General,,Under Votes,,12,,,
Jefferson,Rodman 1,Attorney General,,Under Votes,,9,,,
Jefferson,Rutland 1,Attorney General,,Under Votes,,19,,,
Jefferson,Rutland 2,Attorney General,,Under Votes,,12,,,
Jefferson,Rutland 3,Attorney General,,Under Votes,,4,,,
Jefferson,Theresa 1,Attorney General,,Under Votes,,21,,,
Jefferson,Watertown 1,Attorney General,,Under Votes,,23,,,
Jefferson,Watertown 2,Attorney General,,Under Votes,,13,,,
Jefferson,Wilna 1,Attorney General,,Under Votes,,5,,,
Jefferson,Wilna 2,Attorney General,,Under Votes,,2,,,
Jefferson,Wilna 3,Attorney General,,Under Votes,,0,,,
Jefferson,Wilna 4,Attorney General,,Under Votes,,2,,,
Jefferson,Wilna 5,Attorney General,,Under Votes,,7,,,
Jefferson,Wilna 6,Attorney General,,Under Votes,,11,,,
Jefferson,Worth 1,Attorney General,,Under Votes,,12,,,
Jefferson,City 12/1,Attorney General,,Over Votes,,1,,,
Jefferson,City 12/2,Attorney General,,Over Votes,,0,,,
Jefferson,City 12/3,Attorney General,,Over Votes,,0,,,
Jefferson,13/1,Attorney General,,Over Votes,,0,,,
Jefferson,13/2,Attorney General,,Over Votes,,0,,,
Jefferson,13/3,Attorney General,,Over Votes,,0,,,
Jefferson,14/1,Attorney General,,Over Votes,,1,,,
Jefferson,14/2,Attorney General,,Over Votes,,0,,,
Jefferson,15/1,Attorney General,,Over Votes,,0,,,
Jefferson,15/2,Attorney General,,Over Votes,,0,,,
Jefferson,15/3,Attorney General,,Over Votes,,0,,,
Jefferson,Adams 1,Attorney General,,Over Votes,,0,,,
Jefferson,Adams 2,Attorney General,,Over Votes,,0,,,
Jefferson,Adams 3,Attorney General,,Over Votes,,0,,,
Jefferson,Alexandria 1,Attorney General,,Over Votes,,0,,,
Jefferson,Alexandria 2,Attorney General,,Over Votes,,0,,,
Jefferson,Alexandria 3,Attorney General,,Over Votes,,0,,,
Jefferson,Antwerp 1,Attorney General,,Over Votes,,0,,,
Jefferson,Antwerp 2,Attorney General,,Over Votes,,0,,,
Jefferson,Brownville 1,Attorney General,,Over Votes,,0,,,
Jefferson,Brownville 2,Attorney General,,Over Votes,,0,,,
Jefferson,Brownville 3,Attorney General,,Over Votes,,0,,,
Jefferson,Brownville 4,Attorney General,,Over Votes,,0,,,
Jefferson,Brownville 5,Attorney General,,Over Votes,,0,,,
Jefferson,Cape Vincent 1,Attorney General,,Over Votes,,0,,,
Jefferson,Cape Vincent 2,Attorney General,,Over Votes,,0,,,
Jefferson,Champion 1,Attorney General,,Over Votes,,0,,,
Jefferson,Champion 2,Attorney General,,Over Votes,,0,,,
Jefferson,Clayton 1,Attorney General,,Over Votes,,0,,,
Jefferson,Clayton 2,Attorney General,,Over Votes,,1,,,
Jefferson,Clayton 3,Attorney General,,Over Votes,,0,,,
Jefferson,Ellisburg 1,Attorney General,,Over Votes,,1,,,
Jefferson,Elllisburg 2,Attorney General,,Over Votes,,0,,,
Jefferson,Ellisburg 3,Attorney General,,Over Votes,,0,,,
Jefferson,Ellisburg 4,Attorney General,,Over Votes,,0,,,
Jefferson,Henderson 1,Attorney General,,Over Votes,,0,,,
Jefferson,Hounsfield 1,Attorney General,,Over Votes,,0,,,
Jefferson,Hounsfield 2,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 1,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 2,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 3,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 4,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 5,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 6,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 7,Attorney General,,Over Votes,,0,,,
Jefferson,LeRay 8,Attorney General,,Over Votes,,1,,,
Jefferson,Lorraine 1,Attorney General,,Over Votes,,0,,,
Jefferson,Lyme 1,Attorney General,,Over Votes,,0,,,
Jefferson,Lyme 2,Attorney General,,Over Votes,,0,,,
Jefferson,Lyme 3,Attorney General,,Over Votes,,0,,,
Jefferson,Orleans 1,Attorney General,,Over Votes,,0,,,
Jefferson,Orleans 2,Attorney General,,Over Votes,,0,,,
Jefferson,Pamelia 1,Attorney General,,Over Votes,,0,,,
Jefferson,Pamelia 2,Attorney General,,Over Votes,,0,,,
Jefferson,Philadelphia 1,Attorney General,,Over Votes,,1,,,
Jefferson,Philadelphia 2,Attorney General,,Over Votes,,0,,,
Jefferson,Rodman 1,Attorney General,,Over Votes,,0,,,
Jefferson,Rutland 1,Attorney General,,Over Votes,,2,,,
Jefferson,Rutland 2,Attorney General,,Over Votes,,0,,,
Jefferson,Rutland 3,Attorney General,,Over Votes,,0,,,
Jefferson,Theresa 1,Attorney General,,Over Votes,,0,,,
Jefferson,Watertown 1,Attorney General,,Over Votes,,0,,,
Jefferson,Watertown 2,Attorney General,,Over Votes,,1,,,
Jefferson,Wilna 1,Attorney General,,Over Votes,,0,,,
Jefferson,Wilna 2,Attorney General,,Over Votes,,0,,,
Jefferson,Wilna 3,Attorney General,,Over Votes,,0,,,
Jefferson,Wilna 4,Attorney General,,Over Votes,,0,,,
Jefferson,Wilna 5,Attorney General,,Over Votes,,0,,,
Jefferson,Wilna 6,Attorney General,,Over Votes,,0,,,
Jefferson,Worth 1,Attorney General,,Over Votes,,0,,,
Jefferson,City 12/1,U.S. Senate,,Charles E. Schumer,DEM,387,,,
Jefferson,City 12/2,U.S. Senate,,Charles E. Schumer,DEM,265,,,
Jefferson,City 12/3,U.S. Senate,,Charles E. Schumer,DEM,237,,,
Jefferson,13/1,U.S. Senate,,Charles E. Schumer,DEM,233,,,
Jefferson,13/2,U.S. Senate,,Charles E. Schumer,DEM,299,,,
Jefferson,13/3,U.S. Senate,,Charles E. Schumer,DEM,152,,,
Jefferson,14/1,U.S. Senate,,Charles E. Schumer,DEM,183,,,
Jefferson,14/2,U.S. Senate,,Charles E. Schumer,DEM,100,,,
Jefferson,15/1,U.S. Senate,,Charles E. Schumer,DEM,228,,,
Jefferson,15/2,U.S. Senate,,Charles E. Schumer,DEM,243,,,
Jefferson,15/3,U.S. Senate,,Charles E. Schumer,DEM,75,,,
Jefferson,Adams 1,U.S. Senate,,Charles E. Schumer,DEM,225,,,
Jefferson,Adams 2,U.S. Senate,,Charles E. Schumer,DEM,115,,,
Jefferson,Adams 3,U.S. Senate,,Charles E. Schumer,DEM,250,,,
Jefferson,Alexandria 1,U.S. Senate,,Charles E. Schumer,DEM,174,,,
Jefferson,Alexandria 2,U.S. Senate,,Charles E. Schumer,DEM,173,,,
Jefferson,Alexandria 3,U.S. Senate,,Charles E. Schumer,DEM,224,,,
Jefferson,Antwerp 1,U.S. Senate,,Charles E. Schumer,DEM,56,,,
Jefferson,Antwerp 2,U.S. Senate,,Charles E. Schumer,DEM,101,,,
Jefferson,Brownville 1,U.S. Senate,,Charles E. Schumer,DEM,147,,,
Jefferson,Brownville 2,U.S. Senate,,Charles E. Schumer,DEM,110,,,
Jefferson,Brownville 3,U.S. Senate,,Charles E. Schumer,DEM,152,,,
Jefferson,Brownville 4,U.S. Senate,,Charles E. Schumer,DEM,132,,,
Jefferson,Brownville 5,U.S. Senate,,Charles E. Schumer,DEM,203,,,
Jefferson,Cape Vincent 1,U.S. Senate,,Charles E. Schumer,DEM,160,,,
Jefferson,Cape Vincent 2,U.S. Senate,,Charles E. Schumer,DEM,240,,,
Jefferson,Champion 1,U.S. Senate,,Charles E. Schumer,DEM,225,,,
Jefferson,Champion 2,U.S. Senate,,Charles E. Schumer,DEM,144,,,
